followers,post_type,hashtags_count,caption_length,likes,comments,shares,saves,posting_day,posting_hour,predicted_reach
35675,1,13,396,2653,117,678,1297,1,10,57690
6921,1,20,482,891,56,237,266,1,2,7978
11322,2,29,284,848,76,132,178,0,6,6643
23463,1,20,362,1487,168,290,226,6,20,32655
8076,1,16,75,876,90,75,315,5,2,9581
15096,1,8,88,835,47,255,488,1,20,21186
30247,1,16,607,5578,385,1819,1630,3,15,82612
45292,2,4,645,1606,60,216,384,4,9,16971
2886,2,25,211,259,10,35,153,5,22,3395
39674,0,24,987,1404,101,123,274,0,6,11947
10662,0,29,671,711,55,260,120,1,23,6192
4981,2,30,567,157,8,49,89,2,19,5396
9718,2,19,122,918,80,168,444,6,14,20993
59204,2,28,100,5304,494,1164,1851,5,20,95762
10677,0,7,150,536,30,87,273,0,20,10844
6479,1,5,298,732,71,186,369,3,9,17159
15552,2,10,910,1340,64,388,219,5,11,10386
4619,1,30,739,796,62,166,376,4,17,12476
1683,1,18,598,80,8,26,36,3,22,1577
2569,0,3,420,53,4,12,32,3,22,883
2555,1,17,386,290,32,34,177,5,8,5440
2971,1,0,393,111,3,29,36,2,8,1762
2741,1,12,855,405,33,86,174,2,3,3849
15861,3,13,161,477,38,169,101,5,4,3845
3511,1,23,844,343,30,66,60,5,6,3596
6862,2,0,760,340,35,66,120,5,6,2650
34564,0,29,636,766,73,206,367,6,10,15551
10135,1,28,328,974,98,227,409,6,9,18973
17019,3,10,378,799,44,149,281,4,10,10602
3336,0,16,615,227,14,84,122,1,23,1976
3703,0,3,569,120,10,19,63,3,23,2031
1125,1,25,712,65,5,10,32,5,17,893
3275,0,11,471,89,10,29,16,6,11,1395
5398,2,9,21,559,26,42,296,1,15,4904
3422,2,30,165,117,7,15,69,4,3,1883
1893,1,5,693,67,5,16,11,3,16,1008
2428,1,24,486,122,13,15,41,1,16,1424
9764,1,0,948,1002,113,371,625,3,20,24424
3966,2,6,410,313,18,67,136,2,22,3894
7294,0,25,817,312,11,79,122,5,4,1801
11000,1,26,186,574,39,70,132,2,12,15677
18086,1,20,350,1767,115,285,740,0,2,17809
1101,1,27,66,75,8,19,26,4,22,1553
24597,0,30,864,622,42,149,128,5,16,9889
15328,2,15,861,402,23,124,148,1,10,6630
1779,0,23,457,74,4,11,16,3,0,892
31522,0,13,212,630,41,170,314,6,17,24377
38550,2,22,706,2126,220,345,1312,0,16,26532
1445,2,19,642,100,3,25,37,4,8,1466
5362,0,19,747,225,13,57,101,4,19,5152
25114,0,5,211,854,99,95,301,4,6,10904
21190,0,21,339,1360,59,325,287,1,4,7600
3559,1,24,372,287,27,22,176,5,15,3491
4023,0,27,901,166,10,37,34,2,6,2009
7441,0,4,463,92,7,26,18,0,12,3087
10439,1,23,365,1097,42,106,402,1,12,19664
14945,2,20,225,453,26,161,210,3,14,15747
7404,1,17,981,461,34,98,145,1,22,5928
9813,1,14,564,1174,59,418,278,3,16,17074
21143,0,5,896,1072,84,114,581,3,16,10883
1060,3,24,32,38,1,13,12,4,18,681
4864,2,28,164,363,32,39,86,1,9,4777
19242,2,18,195,1373,152,293,441,2,1,15663
34336,2,0,258,3520,132,1254,873,3,13,65098
11251,2,0,758,1051,52,152,416,6,22,7266
11892,1,12,814,2076,220,177,973,4,2,15501
2200,0,2,143,110,9,34,58,2,6,1644
9397,1,9,330,1504,55,381,382,1,10,18978
11909,2,20,399,559,41,128,125,2,16,7866
4665,2,2,443,149,7,12,22,1,14,2369
5205,1,8,31,821,39,222,209,3,18,12580
7604,0,7,882,566,64,71,88,0,10,3306
804,1,2,609,92,9,32,28,0,14,1235
6330,2,24,674,841,77,236,180,5,14,9011
4063,1,30,134,486,25,139,206,5,5,4907
6451,1,12,88,277,11,40,91,3,14,10214
2413,1,5,867,222,24,75,42,2,8,3114
33681,1,12,977,2283,69,539,772,1,4,18883
14005,2,22,60,702,45,233,172,0,18,16631
17549,1,19,737,1482,81,231,703,1,23,16169
23850,2,19,185,2918,237,880,937,3,4,26512
10850,1,11,879,1434,75,354,308,2,21,19562
1863,1,12,262,221,12,19,69,6,12,4733
12053,0,1,975,227,24,44,57,1,17,2941
13758,2,20,255,492,41,64,261,2,19,19260
21023,1,23,748,2296,98,419,1427,6,16,34669
8975,1,22,115,535,51,101,83,0,14,12893
2547,1,15,202,161,7,35,77,1,13,5258
5506,2,22,325,428,29,109,116,4,15,6373
7266,0,5,311,227,20,55,40,0,3,1318
16073,2,18,557,1923,104,166,290,2,16,21530
13186,1,20,963,520,33,156,297,3,19,19781
7103,1,12,725,321,30,115,101,4,13,7879
65092,0,16,943,1106,126,198,693,5,17,19656
14462,1,22,788,1220,94,157,437,1,5,7091
4561,1,8,277,374,11,88,87,5,21,9655
2110,0,16,179,141,8,40,73,0,7,2876
2988,1,28,560,200,13,55,118,1,8,3391
4734,2,1,464,430,26,111,232,1,23,3865
3127,0,18,660,79,5,9,39,4,0,1163
3597,2,18,301,356,30,116,109,4,12,6907
5534,1,23,573,192,7,38,33,4,2,3261
3356,1,6,808,291,15,41,70,4,5,2097
34561,1,21,810,3881,293,391,1401,3,16,46915
1754,0,30,150,123,7,24,74,2,7,2205
11651,0,9,155,581,69,151,287,4,5,6772
8424,0,9,434,281,19,77,153,0,15,3155
61079,0,26,323,1640,177,596,457,1,0,20705
2282,1,19,193,421,46,50,200,5,9,7069
8108,2,8,673,197,20,73,110,4,17,4854
52835,2,16,722,1881,64,510,709,0,21,49334
30593,1,26,137,1682,193,355,593,3,13,46709
25979,0,14,296,646,26,220,318,0,23,16643
4974,1,1,832,253,8,71,105,5,4,1774
3310,1,30,262,421,28,75,263,5,16,7997
17068,0,29,787,983,46,334,344,0,13,10574
40255,1,3,709,6849,319,1883,1571,3,17,53773
12704,1,18,395,463,25,131,172,5,3,6240
13215,1,16,239,861,45,296,222,3,19,26971
5427,1,4,280,657,60,137,273,1,22,8072
22512,2,6,780,1274,59,346,261,4,1,9674
3606,2,17,820,308,24,91,186,5,6,3180
6366,1,20,424,709,84,149,398,0,6,10243
8812,2,21,207,376,25,37,82,2,6,6851
11127,3,26,332,412,36,126,93,2,12,7216
4664,1,6,65,541,63,48,212,6,18,15566
2329,1,16,840,86,3,24,44,1,21,3181
14647,1,6,212,2670,180,929,668,2,5,22114
5608,2,3,792,377,40,67,65,1,19,3662
13556,2,7,630,606,69,64,247,4,16,8913
3014,0,12,637,71,5,10,34,6,17,1276
10341,1,3,613,452,19,110,118,1,23,5126
11908,1,5,147,1281,142,458,645,3,0,21887
1298,1,24,431,78,3,17,47,3,22,1772
6655,0,4,824,175,10,19,36,6,12,2724
2665,2,29,66,76,4,20,29,3,18,2268
1482,1,11,571,163,11,48,27,5,15,2312
69518,2,3,80,5842,590,1127,1428,3,9,64879
6336,2,23,920,645,65,187,121,3,12,11651
25401,2,28,923,1032,97,177,351,3,9,19554
4908,1,8,603,592,18,184,321,3,13,12911
17662,1,3,381,2669,215,473,1132,5,8,34576
21920,0,18,626,1809,175,274,456,3,20,22432
14081,1,23,609,1313,91,444,214,3,10,15397
10067,0,13,523,400,46,95,165,4,2,4527
8461,1,4,881,1031,107,165,215,5,7,9364
6935,0,17,93,181,15,64,56,3,11,5170
40288,0,9,52,2071,73,584,811,1,2,19937
27134,0,24,675,1366,121,192,796,6,6,17880
50797,0,18,848,3556,398,922,653,4,13,57151
2490,2,11,943,217,13,72,101,5,6,2016
20188,2,17,615,1145,120,325,172,2,6,12022
42291,1,16,819,3079,179,457,1385,0,13,55849
3499,0,29,142,73,5,19,30,5,11,1303
1532,0,23,404,63,5,16,33,6,0,1096
20770,0,10,74,966,87,310,388,4,4,11490
13316,0,2,299,535,58,68,168,3,10,7099
28161,2,22,385,1111,56,316,291,4,0,23676
2758,0,16,778,151,8,12,28,0,22,1493
24290,1,0,476,2246,209,637,906,0,12,27880
3877,0,14,907,215,9,78,123,5,23,2321
3180,0,27,222,162,11,20,63,3,22,1903
3191,1,8,157,438,13,73,220,3,16,7163
25776,1,14,582,3444,147,860,995,1,2,21992
16913,0,27,480,1061,96,312,383,0,9,11475
11605,0,23,158,551,53,98,166,3,18,14836
7166,1,27,97,850,34,233,167,0,6,9936
31958,0,28,333,1846,93,636,639,1,19,35076
7974,0,2,904,706,27,206,363,2,2,3329
25941,3,21,405,654,45,188,219,0,21,9855
9174,1,26,799,346,14,65,159,1,11,4678
7596,1,18,413,523,36,182,268,1,21,18166
9817,1,12,91,525,50,83,157,6,9,15940
5879,1,11,650,340,31,46,180,1,20,7045
21151,1,19,295,984,54,181,303,4,11,20650
10979,1,0,391,825,74,222,221,5,14,12221
4463,2,20,874,233,26,77,58,3,5,1591
34975,0,16,801,2390,146,273,576,0,18,31371
7764,1,12,279,553,32,176,277,5,4,6426
12264,1,0,301,1472,119,469,846,4,19,26276
36042,2,9,462,2712,141,680,694,0,1,13087
15181,1,14,724,1270,112,385,235,5,20,21111
2364,1,26,33,256,26,33,75,4,18,4441
42659,0,26,965,1343,95,169,622,3,18,28503
15321,1,29,872,743,67,248,240,1,3,7895
6617,0,6,320,192,17,43,78,5,19,3827
2749,1,27,470,196,6,29,99,5,4,1813
24200,0,21,217,1214,56,341,415,0,6,14602
15016,1,17,801,1563,172,535,984,1,3,20665
11936,0,15,726,277,31,73,79,6,10,7263
34149,1,13,673,2133,213,382,1321,3,22,38598
23809,2,26,447,1202,135,264,291,0,2,7903
2967,0,27,547,178,10,53,35,2,4,1166
6103,1,17,715,456,23,43,232,2,19,15043
4785,1,26,345,263,16,36,127,2,14,7876
20935,0,6,431,621,21,132,334,3,20,18739
1011,2,16,759,29,2,7,9,2,17,602
13155,0,28,330,253,29,44,150,5,15,7004
22061,1,17,506,2325,242,382,469,6,15,36915
31905,1,11,596,1082,86,94,171,0,9,21772
6780,1,7,956,958,54,81,277,6,0,10522
26327,1,21,172,4209,201,667,2237,6,22,66703
2258,1,30,820,152,9,35,71,6,10,2788
28606,0,29,550,1356,122,328,482,5,16,15154
2545,2,1,174,265,18,59,71,2,23,2217
8094,1,6,858,1390,158,275,240,6,14,15841
24440,2,3,707,1199,128,180,369,6,6,11873
2936,2,17,575,251,9,48,92,0,5,1817
4405,2,27,304,357,14,41,170,5,14,5317
19715,1,5,51,1175,106,128,538,3,14,23109
19596,1,26,933,3354,170,553,2027,1,6,47097
15872,2,30,294,1040,105,388,200,5,2,7554
18260,1,8,948,1938,161,335,595,4,13,31708
12237,0,26,396,828,41,294,313,2,8,11482
4851,2,8,147,450,32,86,211,4,2,3418
6862,2,13,196,287,19,59,110,1,5,2975
3506,1,7,919,159,17,49,93,3,19,4948
36363,0,30,725,1799,59,185,791,5,8,15506
13634,1,18,440,2034,225,263,332,3,0,31710
8183,2,2,563,520,46,190,103,1,8,5926
9798,2,17,871,829,79,187,422,4,11,10263
44642,0,4,425,3164,95,279,1556,5,3,16871
2997,0,13,809,155,13,13,33,2,15,1430
13736,2,27,435,432,35,149,74,0,4,4872
11074,1,29,425,1225,95,412,520,6,16,24153
14680,1,3,35,2377,239,505,1076,3,16,29096
774,3,6,380,31,2,3,6,1,5,173
31350,0,19,394,1715,183,555,641,5,14,34064
40849,1,24,65,4514,229,778,1320,4,0,83129
12990,0,27,262,365,37,73,217,2,12,11636
18393,1,11,643,1631,75,456,408,4,15,20353
38862,2,1,115,2457,253,444,1229,2,1,20284
18925,1,10,139,1452,166,382,574,5,18,39065
2982,3,13,858,46,2,15,6,0,22,770
13380,1,21,679,1000,77,314,395,0,1,10138
14498,1,30,385,1644,146,311,316,6,20,34235
8778,0,22,752,177,6,28,82,1,11,2614
20502,1,15,976,2286,170,367,957,1,11,28947
41355,1,19,317,4673,291,839,696,2,7,71880
39468,0,28,100,2505,271,558,609,2,11,29722
9490,1,5,402,1281,139,256,667,2,23,15108
2302,1,22,543,140,13,16,38,2,10,2796
63337,2,3,811,4759,423,590,1840,6,1,26844
27885,1,14,119,3579,343,636,1058,5,0,59605
2497,2,23,570,174,10,42,102,5,3,1393
38544,0,24,650,3056,202,772,1236,0,8,23218
31091,0,0,594,2226,177,491,1073,1,6,14107
11473,1,6,349,685,78,203,126,6,21,21033
13920,1,24,574,671,63,198,109,1,9,12923
8137,0,30,988,347,27,70,93,3,19,6576
1344,2,11,365,74,7,8,21,1,13,887
6623,2,9,901,246,15,57,117,1,0,3741
24857,1,4,177,4391,420,831,1846,4,4,51512
569,0,11,566,25,1,2,8,4,12,409
6585,2,17,461,385,21,142,177,6,5,5104
8116,1,9,914,1169,99,217,261,3,21,17062
12063,2,5,114,1377,126,361,240,2,16,13127
38358,2,27,159,2135,152,474,1194,3,14,54784
6877,2,11,155,562,45,66,234,3,6,6989
6891,1,6,725,749,69,68,344,0,7,9438
20562,0,17,883,923,91,242,270,5,20,10460
9528,1,1,308,582,64,86,189,1,1,4072
4315,1,9,176,132,8,19,24,0,17,2724
9534,2,14,722,520,60,188,291,6,20,14879
2777,0,29,655,97,8,20,41,5,22,909
3410,0,11,732,295,29,24,54,6,6,2563
10848,2,25,57,838,77,148,448,1,19,19468
8643,2,16,647,640,31,160,230,6,15,6943
37449,2,3,248,4221,153,732,2177,3,18,61599
7250,2,6,16,734,69,60,110,1,8,4186
13533,1,29,473,740,56,154,116,2,11,14286
15505,1,8,462,663,61,70,150,2,13,14518
697,2,30,793,66,4,17,16,3,6,547
16839,1,18,906,1390,80,362,716,6,1,17412
3440,1,27,380,433,24,37,211,4,16,8341
49189,0,26,558,2864,274,464,1269,2,10,33011
2914,1,22,496,289,15,57,165,3,17,4566
8532,2,6,220,513,48,123,135,0,11,6772
1838,1,22,174,229,14,37,133,4,2,2764
87021,0,1,134,2086,207,336,1222,2,20,49490
10963,1,5,346,1722,73,636,611,3,13,38867
14072,0,17,201,306,14,26,58,3,14,11080
1541,0,5,739,82,7,30,40,0,18,882
21292,1,12,223,770,61,68,236,0,9,17689
4034,2,25,583,235,11,37,124,4,8,3731
34749,1,18,337,1354,150,302,302,5,9,28106
3943,0,29,966,134,7,15,54,2,19,2725
3673,0,1,390,156,10,18,60,3,22,1922
1058,1,11,682,124,5,18,23,4,3,893
10081,1,14,587,442,28,162,141,6,18,18489
12980,2,13,807,744,55,140,137,4,9,14685
1519,1,5,248,237,13,58,87,6,16,3502
22910,2,17,541,1836,182,525,1016,0,11,25176
9557,1,4,709,307,20,91,84,3,0,4887
11647,1,17,91,1238,118,348,638,1,10,28218
9217,1,2,372,373,18,65,86,5,12,6460
8181,2,2,514,761,48,82,358,5,0,6255
12802,1,21,211,1150,35,183,677,0,0,16588
3030,1,21,929,430,42,59,129,6,20,8725
3512,1,9,513,301,25,34,175,3,15,5118
30184,0,18,653,1936,200,159,754,4,6,17207
44313,1,2,46,4301,305,1529,1281,5,22,24475
7509,0,28,653,308,31,108,178,4,9,4926
5235,1,11,598,342,30,30,54,2,15,5372
15992,1,28,610,1963,59,249,309,1,0,16369
8382,1,15,982,995,52,116,433,0,21,18335
885,2,16,411,60,4,9,31,6,8,1119
3046,2,6,774,212,18,28,107,5,5,1081
19380,2,12,865,2535,91,909,462,2,14,32833
16634,0,23,715,1236,115,123,748,2,3,8650
912,0,1,185,20,1,2,9,1,14,463
4264,1,3,554,559,43,55,338,0,9,8933
4441,1,9,579,345,19,127,104,0,15,4425
17216,1,6,476,2437,203,854,1172,4,12,69854
798,0,23,210,40,1,11,22,0,18,790
2149,1,16,549,324,11,65,106,2,19,7641
24635,0,19,556,1457,139,192,893,4,3,16078
3450,2,5,646,348,20,49,94,0,19,3548
16365,0,18,403,1045,63,217,310,6,21,22168
4580,1,4,842,184,8,56,108,6,15,3423
2071,0,9,51,91,6,14,55,1,10,1300
4679,1,8,606,382,13,64,107,2,14,5034
19716,1,26,402,3487,198,889,733,3,10,56808
29537,2,12,709,780,60,114,400,1,22,8937
27098,2,18,632,723,51,180,430,1,10,12415
8092,1,20,792,351,42,67,153,0,2,3081
17043,2,23,450,411,26,35,185,4,23,11858
3940,3,5,846,203,13,39,104,4,23,1305
5704,2,3,626,325,24,114,70,6,16,4002
34498,2,23,515,3564,167,580,2199,2,4,25882
696,0,26,927,40,4,6,12,0,12,302
1840,1,2,329,214,17,20,96,4,9,2480
3995,0,2,562,119,5,30,44,6,4,1462
903,0,3,224,29,2,9,10,5,11,273
3503,3,24,80,109,3,19,52,3,7,1837
13621,1,4,577,747,88,109,468,5,23,13091
8707,2,7,928,460,49,166,213,0,11,5537
33977,2,15,245,1669,137,498,884,0,15,30913
26010,2,21,290,875,35,214,137,4,1,11225
6774,3,2,996,131,6,21,70,1,2,918
5004,0,30,626,223,12,31,64,0,17,1734
7663,0,23,911,152,7,44,31,1,16,2437
13884,1,11,896,1747,130,404,347,2,1,11219
5180,0,24,171,141,16,32,66,6,21,5939
15178,0,7,200,662,46,64,416,2,11,10740
8399,1,12,18,1384,123,316,647,4,16,18490
12546,2,3,69,1014,93,326,275,2,5,8914
9093,1,13,902,1380,149,495,335,5,16,14310
5731,1,13,826,517,17,55,206,5,1,4379
44979,1,12,234,4166,276,1101,731,5,7,73737
22133,0,26,828,1061,106,260,358,4,13,15194
2764,0,5,709,71,7,24,33,4,5,811
30927,2,16,591,1122,127,337,689,5,8,28935
10524,1,3,814,1591,148,580,558,1,0,12443
34243,2,7,296,3146,163,1142,759,5,4,24693
24630,0,16,178,1291,97,184,698,1,6,16585
8806,2,2,71,902,29,263,456,2,8,11277
840,1,16,358,81,7,18,45,1,13,2138
5193,1,8,451,650,51,90,161,0,8,8765
12201,1,1,23,1234,111,164,420,3,3,4806
15555,2,24,173,706,80,70,438,0,19,18903
4973,1,12,429,457,41,143,100,0,14,9920
2751,1,19,766,565,33,97,265,4,3,3958
27520,3,1,856,815,39,270,211,3,2,4142
62909,2,19,529,5130,548,1320,1985,4,23,78512
11688,1,27,675,1364,64,377,727,1,20,22087
3325,2,10,557,298,13,48,113,5,22,3512
5268,1,26,569,233,11,49,124,6,21,9167
778,0,25,606,25,1,4,8,6,13,456
37353,1,21,37,3364,138,490,2118,6,8,56692
2379,2,14,717,125,14,40,44,1,18,2864
13388,2,10,455,816,95,213,176,3,5,6802
5304,1,22,217,298,35,25,101,2,2,3424
12617,1,2,479,939,31,301,474,1,17,10666
16308,0,2,725,507,58,54,281,0,15,4804
27056,3,27,985,1097,131,215,403,3,2,5427
3968,3,25,828,91,10,22,39,3,1,975
665,1,11,113,39,3,3,21,1,1,440
2708,2,23,751,124,11,33,66,1,22,1411
35041,2,4,435,3594,147,980,1666,4,9,48939
31559,1,19,110,3162,343,856,1707,4,14,112871
14147,0,6,550,403,14,49,170,0,2,3916
14263,1,6,648,1841,107,279,269,3,7,21017
16906,1,12,859,2596,309,387,425,6,17,31020
3392,1,8,531,137,9,49,84,2,10,3896
37373,1,24,115,2174,90,207,466,2,6,33192
8639,2,20,688,489,57,99,166,3,18,11294
7746,0,12,987,275,32,92,164,0,6,3831
11475,1,11,778,482,22,147,115,6,1,5865
1221,1,12,816,62,6,19,34,4,5,1006
3227,1,23,286,257,16,94,139,4,4,5276
20593,1,9,74,3216,206,614,2004,4,13,108892
1796,1,0,792,162,8,27,45,2,17,1046
14363,0,24,909,1012,34,85,300,2,3,4732
4722,1,7,197,811,43,97,472,0,3,8472
7897,1,21,326,363,12,88,93,2,23,6890
5609,0,15,925,270,30,33,110,1,12,2860
7093,2,12,147,690,61,204,336,2,22,12465
19543,1,2,352,1512,166,130,417,4,20,28877
5788,1,2,114,690,65,105,414,0,0,8354
13034,2,23,555,1191,49,337,556,3,19,22258
10195,0,4,389,767,87,116,128,3,4,4291
16844,0,25,119,318,35,93,66,0,23,8739
41928,2,10,953,5213,319,1948,1234,1,2,22273
20283,1,29,554,3633,145,1141,955,3,20,93730
4129,1,6,363,347,32,61,173,4,18,9325
975,2,20,752,39,3,13,7,3,12,1134
5062,2,23,326,154,17,13,48,3,6,2582
14060,3,9,275,642,22,187,376,4,9,15737
1291,1,9,703,132,5,10,54,2,2,979
10788,1,19,861,838,70,106,228,1,22,9960
14126,1,1,74,870,74,323,529,6,1,11364
6602,0,2,342,192,6,35,50,4,6,2582
22604,1,7,522,1978,130,635,1154,4,8,45020
2190,1,30,142,163,13,30,80,5,20,5637
1671,2,10,601,149,14,48,75,0,11,1729
20039,1,12,792,2777,162,1012,1432,1,21,64772
10762,1,6,762,1005,73,206,392,2,9,13711
17990,1,12,549,1472,152,357,794,5,18,31683
9059,0,1,744,164,18,43,90,6,12,3787
4743,0,5,544,151,7,53,48,4,9,2963
26147,1,8,505,1745,92,265,590,6,4,19427
24597,0,30,630,580,66,149,334,6,14,18847
18296,1,19,628,2892,189,498,1153,6,20,52918
5264,2,24,666,299,28,41,169,5,2,2338
13882,2,1,378,748,63,75,335,2,7,10301
7217,1,17,875,597,33,155,258,5,5,6368
1940,0,15,918,61,5,20,9,5,18,1227
37890,2,24,919,4894,435,882,1365,5,16,27457
2706,2,11,660,89,7,21,34,4,9,2113
45507,0,6,805,1678,65,449,720,4,0,19188
9359,2,6,819,874,104,174,393,0,12,9422
3570,1,16,108,215,14,74,105,3,9,8147
12210,2,12,326,384,33,70,177,1,11,8734
31447,3,10,132,386,42,43,214,0,1,5142
20264,0,5,329,679,46,80,195,2,9,12518
25141,2,28,808,898,89,307,409,5,20,23125
16628,1,22,602,640,75,237,108,4,22,14580
18178,3,26,504,643,40,103,242,5,0,7318
28876,1,13,466,1584,105,187,434,4,0,26388
4808,2,5,531,509,56,111,167,6,19,9443
10583,0,5,529,476,21,137,150,1,14,4369
4250,1,1,926,518,16,134,89,0,21,5010
66433,0,21,726,2596,290,935,962,0,0,26109
43751,3,19,324,787,81,252,493,2,20,37352
1103,2,24,955,110,12,36,31,6,8,1251
18840,2,14,718,1398,49,332,701,0,23,10867
39403,2,27,719,2548,112,441,1045,0,6,27460
3487,0,16,551,65,2,18,19,3,15,2192
13088,1,28,488,2559,234,528,479,1,15,18943
37562,0,7,922,858,72,138,213,5,12,20806
1018,0,4,980,25,1,3,13,0,9,394
18431,0,16,29,517,18,120,144,2,17,7156
5793,1,19,569,306,26,77,65,5,8,5932
39233,1,0,978,2765,224,679,843,4,11,23449
53637,0,21,139,2193,88,241,938,6,23,38452
43807,0,17,302,2467,275,606,1198,6,12,41955
10142,0,14,906,871,41,109,289,0,10,6221
30212,3,4,141,706,68,193,272,0,14,15512
28421,2,6,365,2085,228,424,761,5,9,31807
6265,3,17,63,91,7,29,13,4,9,4887
26983,1,5,899,1797,93,554,604,3,8,28692
1065,1,21,802,78,4,22,33,1,2,671
14105,2,20,396,813,89,231,342,3,22,16166
4420,1,4,274,340,19,82,172,2,15,5689
2427,1,29,991,270,26,25,126,5,11,2636
1701,0,18,224,108,12,29,30,0,16,1426
18375,0,30,469,1164,139,250,312,3,14,22989
6729,1,9,467,454,35,98,167,1,2,5080
19852,1,14,811,3752,391,708,1876,2,4,47680
1513,1,9,52,183,21,64,34,6,12,3779
6181,0,26,595,363,23,54,219,3,23,5214
12131,0,15,871,832,43,141,339,0,5,4841
23961,2,11,287,628,25,228,183,1,8,13970
6257,0,17,847,519,22,165,249,0,18,7350
15248,1,22,763,1513,161,119,250,0,6,13788
33070,2,0,139,3878,321,1345,1471,2,12,59212
14851,0,15,359,536,58,76,203,1,21,9711
4478,0,21,715,355,35,101,79,4,4,1869
870,1,5,553,128,11,30,70,6,15,1978
31114,1,2,115,2749,233,648,1460,0,3,23241
822,1,1,921,73,2,21,15,1,4,363
31655,2,27,725,1969,213,270,631,0,19,27836
11791,0,1,10,479,32,58,92,3,18,6987
42469,1,29,766,3599,289,973,2002,3,22,79690
24550,1,12,593,4160,133,674,1252,1,5,29201
93232,0,8,441,5729,654,2103,2048,6,3,52980
6978,1,15,315,1406,156,295,423,2,0,24838
22362,1,26,918,2799,220,303,824,4,16,32586
8210,1,4,536,836,68,234,424,3,8,13098
10305,0,22,62,596,55,99,302,2,15,8814
15312,1,27,949,1688,90,201,667,4,22,22150
31533,1,20,529,4159,207,839,1928,3,1,47006
62605,2,6,339,4175,378,1520,1639,4,10,67356
22432,0,12,567,644,25,127,101,5,4,5944
8613,1,19,334,572,40,102,100,0,12,12860
8706,1,23,123,730,54,152,241,1,19,15853
20567,2,28,156,1067,68,83,542,3,16,18807
4592,1,26,175,488,22,56,286,3,14,13843
2256,1,29,388,131,8,43,20,0,21,3379
7068,2,25,148,558,33,205,180,3,11,8597
5579,2,12,638,281,21,34,71,3,5,2536
5771,1,26,308,603,54,142,325,5,19,16444
4490,1,25,285,634,74,231,351,3,12,20901
1145,2,6,925,79,3,9,19,3,17,752
770,3,9,798,37,4,4,18,3,23,271
66499,2,14,859,4287,238,1513,2141,2,14,120186
8873,1,20,834,388,32,111,89,3,14,8239
7775,0,26,187,351,27,42,124,0,7,5471
17574,1,5,851,1332,106,257,593,5,18,20988
4193,2,4,363,489,46,44,76,3,22,3831
45424,1,22,163,2744,176,561,934,4,13,100305
23650,1,27,935,4721,277,1455,1035,5,6,42264
1904,2,1,210,90,9,21,36,5,13,1242
8608,1,20,887,1407,70,378,778,4,4,13569
32194,2,14,124,1129,52,195,450,0,14,30904
43933,1,25,680,4338,136,535,700,2,20,62728
9949,1,15,563,1493,73,117,236,6,14,23338
14755,1,30,768,2041,156,655,894,6,23,29940
3241,2,18,77,95,7,25,28,0,3,1028
71441,0,8,454,1591,84,228,671,2,0,34953
4453,0,28,454,168,6,33,37,1,16,1527
43400,3,21,335,546,52,172,284,4,19,28738
16232,0,28,855,328,32,77,184,5,0,6528
14537,1,25,717,1035,123,170,596,5,15,14257
11282,1,18,611,914,101,141,266,5,12,15423
4433,1,6,632,413,46,57,192,4,17,4763
3413,1,3,889,155,15,49,43,4,9,2561
4236,0,29,368,122,10,30,62,6,22,1861
3595,1,2,154,325,13,93,65,6,17,4511
23183,1,23,284,2179,187,725,1121,6,16,60733
6964,1,28,518,338,11,125,120,2,8,6550
1393,0,19,188,43,4,6,24,5,13,1060
52656,1,10,762,6841,501,884,3441,0,20,95279
32784,0,0,847,1885,174,402,616,2,12,16299
39914,1,5,840,6820,236,583,3976,5,19,104694
79700,0,25,486,5469,427,1709,1540,4,19,82821
3365,0,10,852,121,6,41,74,4,13,2436
8068,2,26,985,589,32,165,304,4,10,9177
21797,1,0,423,1602,104,248,1001,5,12,24840
18361,2,20,162,1494,44,167,254,6,16,17026
3006,3,6,113,80,5,15,22,4,2,911
25878,1,30,84,3246,239,1054,1636,1,0,46718
4312,0,5,137,232,24,41,137,4,20,5340
4300,1,13,720,223,15,19,35,5,4,1535
12049,2,1,675,988,61,155,142,6,12,7652
13981,1,26,577,406,48,151,109,2,23,13392
13515,0,3,799,494,40,137,275,4,4,4084
1939,1,10,354,61,4,21,31,6,4,1436
31989,2,14,540,1923,143,591,594,6,22,37926
5130,2,17,168,191,19,45,27,3,11,5429
2580,0,26,547,206,12,24,85,1,1,801
33439,1,0,435,2582,167,463,670,5,22,24682
47235,0,30,690,2039,199,509,1032,4,15,26221
30221,0,2,32,1204,44,404,434,3,16,7558
25372,2,2,56,2395,258,372,1134,5,4,14201
16473,0,30,534,1167,80,129,651,2,11,13076
12506,1,27,738,1932,159,468,781,1,14,30667
1865,0,6,843,73,7,9,22,6,5,565
8375,2,0,715,805,43,207,416,4,12,8386
7494,2,24,153,608,66,93,165,2,10,9175
5011,1,10,594,447,52,64,258,5,16,5148
19778,2,5,677,1118,83,217,199,3,8,13650
10773,0,19,598,752,85,190,413,5,15,6471
1767,1,2,428,138,4,32,26,5,16,1336
4230,1,30,690,365,40,54,62,1,19,3783
17745,0,18,982,949,55,324,304,4,23,8669
1687,1,1,808,263,15,28,160,2,17,3038
29077,2,17,94,2397,121,208,1490,1,12,45119
10752,0,29,425,162,9,41,39,3,10,4577
10325,1,11,703,314,15,35,67,6,12,7274
